time,theta,x_pivot,time_seconds,filtered_theta
4122,-977,0.0,4.122,-603.7007817053482
4130,-977,0.0,4.13,-834.4123865852096
4139,-977,0.0,4.139,-922.5363780502805
4149,-842,0.0,4.149,-872.7621590843962
4157,-842,0.0,4.157,-853.750099202908
4165,-842,0.0,4.165,-846.4881385243278
4172,-880,0.0,4.172,-867.1996079425714
4181,-880,0.0,4.181,-875.1106853033865
4189,-880,0.0,4.189,-878.1324479675881
4198,-697,0.0,4.198,-766.1864386581468
4206,-697,0.0,4.206,-723.4268680068524
4214,-697,0.0,4.214,-707.0941653624104
4221,-697,0.0,4.221,-700.8556280803789
4229,-598,0.0,4.229,-637.2873539924866
4236,-598,0.0,4.236,-613.006433897081
4243,-598,0.0,4.243,-603.7319476987564
4253,-515,0.0,4.253,-548.8925881329469
4260,-515,0.0,4.26,-527.9458167000844
4269,-515,0.0,4.269,-519.9448619673062
4279,-241,0.0,4.279,-347.54745628436314
4286,-241,0.0,4.286,-281.6975068857831
4293,-241,0.0,4.293,-256.54506437298625
4302,-135,0.0,4.302,-181.42608342568684
4310,-135,0.0,4.31,-152.73318590407422
4319,-135,0.0,4.319,-141.77347428653582
4327,-29,0.0,4.327,-72.07563414804439
4335,-29,0.0,4.335,-45.45342815759734
4343,-29,0.0,4.343,-35.28465032474762
4352,-29,0.0,4.352,-31.400522816645527
4361,-29,0.0,4.361,-29.91691812518896
4369,-29,0.0,4.369,-29.35023155892135
4376,-29,0.0,4.376,-29.133776551575096
4385,200,0.0,4.385,112.47868532792197
4394,200,0.0,4.394,166.56983253534105
4406,390,0.0,4.406,304.6572701405812
4416,390,0.0,4.416,357.40197788640256
4423,390,0.0,4.423,377.5486635186265
4433,762,0.0,4.433,615.1526564844377
4441,762,0.0,4.441,705.9093059346867
4449,762,0.0,4.449,740.5752613196223
4458,683,0.0,4.458,704.9917929129386
4465,683,0.0,4.465,691.4001174191935
4473,683,0.0,4.473,686.2085593446419
4483,683,0.0,4.483,684.2255606147321
4491,683,0.0,4.491,683.4681224995544
4498,683,0.0,4.498,683.1788068839312
4506,683,0.0,4.506,683.0682981522392
4515,844,0.0,4.515,782.5295597615196
4522,844,0.0,4.522,820.5203811323197
4530,844,0.0,4.53,835.0315836354395
4539,882,0.0,4.539,864.0596613464946
4549,882,0.0,4.549,875.1474004040444
4557,882,0.0,4.557,879.3825398656388
4566,908,0.0,4.566,897.0691029003692
4573,908,0.0,4.573,903.8247688354687
4581,908,0.0,4.581,906.4052036060368
4591,924,0.0,4.591,917.2793858026401
4598,924,0.0,4.598,921.4329538018836
4606,924,0.0,4.606,923.0194756030107
4616,841,0.0,4.616,872.3286519409073
4624,841,0.0,4.624,852.9664802197112
4633,841,0.0,4.633,845.5707887182264
4642,911,0.0,4.642,886.0082651474605
4650,911,0.0,4.65,901.4540067241553
4657,911,0.0,4.657,907.3537550250053
4667,886,0.0,4.667,894.1564086321132
4675,886,0.0,4.675,889.1154708713342
4684,886,0.0,4.684,887.1900039818894
4694,739,0.0,4.694,795.6035447280995
4701,739,0.0,4.701,760.6206302024091
4709,739,0.0,4.709,747.2583458791278
4718,791,0.0,4.718,774.2921748499687
4725,791,0.0,4.725,784.6181786707783
4734,791,0.0,4.734,788.5623611623663
4743,637,0.0,4.743,694.8916705488369
4753,637,0.0,4.753,659.1126504841444
4761,637,0.0,4.761,645.4462809035964
4770,530,0.0,4.77,574.0965554304059
4777,530,0.0,4.777,546.8433853876213
4785,530,0.0,4.785,536.433600732458
4793,530,0.0,4.793,532.4574168097528
4801,439,0.0,4.801,474.6975567205598
4809,439,0.0,4.809,452.6352533519266
4817,439,0.0,4.817,444.20820333522005
4825,272,0.0,4.825,337.77768053250105
4833,272,0.0,4.833,297.1248382622831
4841,272,0.0,4.841,281.5968342543483
4851,256,0.0,4.851,265.7771206807635
4858,256,0.0,4.858,259.73452778794217
4866,256,0.0,4.866,257.42646268306294
4874,99,0.0,4.874,159.5135240275132
4883,99,0.0,4.883,122.11410939947662
4891,99,0.0,4.891,107.82880417091664
4900,-14,0.0,4.9,32.5344623845352
4908,-14,0.0,4.908,3.7745829826889725
4917,-14,0.0,4.917,-7.2107134364682945
4926,-532,0.0,4.926,-331.54832946453934
4936,-532,0.0,4.936,-455.43427495714985
4944,-532,0.0,4.944,-502.7544954069102
4954,-586,0.0,4.954,-554.2030466560752
4962,-586,0.0,4.962,-573.8546445613154
4969,-586,0.0,4.969,-581.3608870278708
4979,-687,0.0,4.979,-646.6494493860366
4988,-687,0.0,4.988,-671.5874611302389
4995,-687,0.0,4.995,-681.1129340046801
5005,-739,0.0,5.005,-716.889108298796
5013,-739,0.0,5.013,-730.5543908917081
5021,-739,0.0,5.021,-735.7740643763282
5030,-746,0.0,5.03,-742.0940401585257
5039,-746,0.0,5.039,-744.508056099249
5048,-746,0.0,5.048,-745.4301281392212
5059,-840,0.0,5.059,-803.8775232609048
5067,-840,0.0,5.067,-826.2024416434931
5075,-840,0.0,5.075,-834.7298016695745
5085,-886,0.0,5.085,-866.4165268477255
5094,-886,0.0,5.094,-878.5197788736021
5103,-886,0.0,5.103,-883.142809773081
5112,-903,0.0,5.112,-895.4152282543891
5120,-903,0.0,5.12,-900.1028749900865
5127,-903,0.0,5.127,-901.8933967158704
5137,-875,0.0,5.137,-885.2723634725277
5145,-875,0.0,5.145,-878.9236937017126
5152,-875,0.0,5.152,-876.4987176326104
5160,-833,0.0,5.16,-849.6150316686228
5169,-833,0.0,5.169,-839.3463773732581
5176,-833,0.0,5.176,-835.4241004511513
5186,-873,0.0,5.186,-858.6472835301917
5194,-873,0.0,5.194,-867.5177501394236
5203,-873,0.0,5.203,-870.9059668880792
5211,-873,0.0,5.211,-872.2001505248139
5218,3,0.0,5.218,-331.2967105414549
5226,3,0.0,5.226,-124.68998109955052
5237,-796,0.0,5.237,-539.5823897683625
5245,-796,0.0,5.245,-698.0571882055373
5254,-796,0.0,5.254,-758.5891748482493
5262,-796,0.0,5.262,-781.7103363392107
5272,1,0.0,5.272,-297.9687451357166
5281,1,0.0,5.281,-113.19589906793897
5289,1,0.0,5.289,-42.618952068100256
5298,6,0.0,5.298,-12.570787192612308
5307,6,0.0,5.307,-1.093409509736663
5318,-442,0.0,5.318,-273.58866829655057
5326,-442,0.0,5.326,-377.67259537991504
5335,-442,0.0,5.335,-417.42911784319455
5350,-278,0.0,5.35,-331.2571839946859
5357,-278,0.0,5.357,-298.34243414086313
5366,-278,0.0,5.366,-285.77011842790347
5374,8,0.0,5.374,-104.21020036037731
5383,8,0.0,5.383,-34.860482653228445
5390,8,0.0,5.39,-8.371247599307996
5398,146,0.0,5.398,87.03543030278995
5406,146,0.0,5.406,123.47753850767785
5416,146,0.0,5.416,137.3971852202436
5423,90,0.0,5.423,108.10411378305889
5433,90,0.0,5.433,96.91515612893306
5440,90,0.0,5.44,92.64135460374028
5449,383,0.0,5.449,272.09286638600696
5457,383,0.0,5.457,340.63724455428064
5465,383,0.0,5.465,366.8188672768349
5474,565,0.0,5.474,489.30154322870493
5483,565,0.0,5.483,536.0857624092799
5491,565,0.0,5.491,553.9557439991348
5498,629,0.0,5.498,600.3356448681177
5507,629,0.0,5.507,618.0511906052184
5515,629,0.0,5.515,624.8179269475376
5524,746,0.0,5.524,699.7125669211321
5531,746,0.0,5.531,728.3197738158586
5539,746,0.0,5.539,739.2467545264439
5546,746,0.0,5.546,743.4204897634729
5555,658,0.0,5.555,690.6277237539842
5564,658,0.0,5.564,670.4626814984797
5571,658,0.0,5.571,662.7603207414547
5581,813,0.0,5.581,755.6135489821183
5588,813,0.0,5.588,791.0803262049002
5595,813,0.0,5.595,804.6274296325822
5603,848,0.0,5.603,831.433152299093
5610,848,0.0,5.61,841.6720272646966
5618,848,0.0,5.618,845.5829294949967
5627,848,0.0,5.627,847.0767612202936
5636,-21,0.0,5.636,310.5758179422256
5643,-21,0.0,5.643,105.65069260638299
5652,-21,0.0,5.652,27.3762598769233
5662,-21,0.0,5.662,-2.521912975613102
5672,-21,0.0,5.672,-13.94199880376261
5684,869,0.0,5.684,531.7461665517316
5690,869,0.0,5.69,740.1804984589576
5699,869,0.0,5.699,819.7953288251413
5708,740,0.0,5.708,770.4791034677297
5717,740,0.0,5.717,751.641981578048
5726,740,0.0,5.726,744.4468412664141
5736,877,0.0,5.736,826.3691986799302
5749,877,0.0,5.749,857.6607547733763
5757,750,0.0,5.757,791.1227490689623
5765,750,0.0,5.765,765.7074924335105
5772,750,0.0,5.772,755.9997282315692
5780,750,0.0,5.78,752.2916922611971
5789,647,0.0,5.789,687.2178477107831
5796,647,0.0,5.796,662.361850871152
5804,647,0.0,5.804,652.8677049026729
5814,635,0.0,5.814,641.8248559718679
5822,635,0.0,5.822,637.6068630129308
5830,635,0.0,5.83,635.9957330669246
5840,384,0.0,5.84,480.2538050116194
5847,384,0.0,5.847,420.7656819679337
5854,384,0.0,5.854,398.04324089218153
5863,416,0.0,5.863,409.1411283486076
5870,416,0.0,5.87,413.3801441536412
5879,416,0.0,5.879,414.99930411231605
5887,310,0.0,5.887,350.10616537581814
5895,310,0.0,5.895,325.31919201513836
5901,310,0.0,5.901,315.8514106695969
5909,310,0.0,5.909,312.2350399936522
5917,-306,0.0,5.917,-69.85522775857538
5925,-306,0.0,5.925,-215.80072326937847
5932,-306,0.0,5.932,-271.5469420495601
5941,-175,0.0,5.941,-211.87765035306552
5950,-175,0.0,5.95,-189.08600900963648
5957,-175,0.0,5.957,-180.3803766758439
5965,-544,0.0,5.965,-405.1096628666064
5973,-544,0.0,5.973,-490.94861192397525
5981,-544,0.0,5.981,-523.7361729053194
5988,-544,0.0,5.988,-536.2599067919831
5997,-373,0.0,5.997,-435.3597353943977
6004,-373,0.0,6.004,-396.8192993912101
6012,-373,0.0,6.012,-382.0981627792326
6020,-456,0.0,6.02,-427.7720100127289
6028,-456,0.0,6.028,-445.21786725895413
6035,-456,0.0,6.035,-451.88159176413353
6044,-624,0.0,6.044,-558.2566181434288
6051,-624,0.0,6.051,-598.888262666153
6057,-624,0.0,6.057,-614.4081698550301
6064,-624,0.0,6.064,-620.3362468989374
6073,-720,0.0,6.073,-681.9318337617718
6081,-720,0.0,6.081,-705.459254386378
6087,-720,0.0,6.087,-714.4459293973623
6095,-817,0.0,6.095,-777.8278307144489
6102,-817,0.0,6.102,-802.0375627459841
6109,-817,0.0,6.109,-811.2848575235035
6117,-817,0.0,6.117,-814.8170098245266
6125,-798,0.0,6.125,-804.4235261638282
6133,-798,0.0,6.133,-800.4535686669582
6139,-798,0.0,6.139,-798.9371798370463
6147,-844,0.0,6.147,-826.7875343266758
6155,-844,0.0,6.155,-837.425423142981
6163,-844,0.0,6.163,-841.4887351022672
6172,-844,0.0,6.172,-843.0407821638206
6181,2,0.0,6.181,-320.77685690678356
6189,2,0.0,6.189,-121.28978855653008
6199,-947,0.0,6.199,-631.6067640864568
6207,-947,0.0,6.207,-826.5305037028404
6215,-947,0.0,6.215,-900.9847470220647
6221,-947,0.0,6.221,-929.4237373633536
6230,-808,0.0,6.23,-854.3797406317606
6238,-808,0.0,6.238,-825.715484531928
6247,-808,0.0,6.247,-814.7667129640234
6255,-776,0.0,6.255,-790.8075667201458
6264,-776,0.0,6.264,-781.6559871964139
6271,-776,0.0,6.271,-778.1603948690959
6281,-566,0.0,6.281,-647.0380597733958
6289,-566,0.0,6.289,-596.9537844510916
6298,-566,0.0,6.298,-577.823293579879
6307,-628,0.0,6.307,-608.8342035910388
6316,-628,0.0,6.316,-620.6793171932375
6323,-628,0.0,6.323,-625.2037479886737
6331,-504,0.0,6.331,-550.2957121677966
6338,-504,0.0,6.338,-521.6833885147163
6348,-504,0.0,6.348,-510.7544533763521
6356,-523,0.0,6.356,-518.322617400588
6363,-523,0.0,6.363,-521.2133988254119
6371,-523,0.0,6.371,-522.3175790756478
6380,-523,0.0,6.38,-522.7393384015315
6389,3,0.0,6.389,-197.81455804650227
6397,3,0.0,6.397,-73.70433573797519
6404,3,0.0,6.404,-26.29844916742328
6414,-212,0.0,6.414,-141.068319345522
6422,-212,0.0,6.422,-184.90650886914278
6433,-146,0.0,6.433,-160.86096400441332
6440,-146,0.0,6.44,-151.67638314409714
6449,-146,0.0,6.449,-148.16818542787811
6458,-146,0.0,6.458,-146.8281731395372
6468,-36,0.0,6.468,-78.33259522824507
6476,-36,0.0,6.476,-52.16961254519801
6488,246,0.0,6.488,132.10934242012138
6497,246,0.0,6.497,202.4976398055622
6506,246,0.0,6.506,229.38357699656524
6518,370,0.0,6.518,316.2893057891205
6527,370,0.0,6.527,349.48434037079625
6536,370,0.0,6.536,362.1637153232682
6547,-4,0.0,6.547,135.8620938065478
6556,-4,0.0,6.556,49.42256609637511
6566,587,0.0,6.566,381.66369183376526
6574,587,0.0,6.574,508.5685094049209
6582,587,0.0,6.582,557.0418363809976
6590,654,0.0,6.59,616.9652769843145
6598,654,0.0,6.598,639.8539945719461
6605,654,0.0,6.605,648.5967067315239
6615,753,0.0,6.615,713.1214905088652
6623,753,0.0,6.623,737.7677647950718
6632,753,0.0,6.632,747.1818038763502
6641,741,0.0,6.641,743.3612389689799
6650,741,0.0,6.65,741.9019130305895
6657,741,0.0,6.657,741.3445001227888
6665,741,0.0,6.665,741.1315873377768
6674,15,0.0,6.674,292.357586058118
6682,15,0.0,6.682,120.94117083657713
6690,15,0.0,6.69,55.46592645161334
6700,836,0.0,6.7,537.8625132819266
6709,836,0.0,6.709,722.1216133941663
6720,842,0.0,6.72,796.2105308330716
6729,842,0.0,6.729,824.5099791050487
6737,842,0.0,6.737,835.3194064820744
6747,815,0.0,6.747,822.7613226449275
6754,815,0.0,6.754,817.964561452708
6764,815,0.0,6.764,816.1323617131967
6773,797,0.0,6.773,804.307911889384
6782,797,0.0,6.782,799.7913739549552
6789,797,0.0,6.789,798.0662099754817
6799,690,0.0,6.799,731.2776191752511
6806,690,0.0,6.806,705.7666475502715
6815,690,0.0,6.815,696.0223234755634
6824,683,0.0,6.824,687.9740849551696
6833,683,0.0,6.833,684.8999313899453
6840,683,0.0,6.84,683.7257092146663
6851,515,0.0,6.851,579.4474861440711
6859,515,0.0,6.859,539.6167492175473
6868,515,0.0,6.868,524.4027615085707
6877,515,0.0,6.877,518.5915353081648
6885,515,0.0,6.885,516.3718444159236
6892,515,0.0,6.892,515.523997939606
6902,331,0.0,6.902,401.48189547291395
6911,331,0.0,6.911,357.9216884791358
6919,331,0.0,6.919,341.2831699644934
6929,271,0.0,6.929,297.84578208935073
6935,271,0.0,6.935,281.25417630355884
6943,271,0.0,6.943,274.9167468213257
6952,271,0.0,6.952,272.4960641604183
6961,271,0.0,6.961,271.5714456599292
6968,271,0.0,6.968,271.21827281936936
6976,271,0.0,6.976,271.08337279817886
6987,-175,0.0,6.987,-4.611313407285934
6997,-175,0.0,6.997,-109.91731302003673
7008,-179,0.0,7.008,-152.61276160782387
7018,-179,0.0,7.018,-168.92097180343484
7026,-179,0.0,7.026,-175.15015380248067
7037,-310,0.0,7.037,-258.4919421302434
7046,-310,0.0,7.046,-290.32567258824946
7053,-310,0.0,7.053,-302.48507563450505
7063,-468,0.0,7.063,-404.77892453774905
7071,-468,0.0,7.071,-443.8516979787421
7080,-468,0.0,7.08,-458.77616939847724
7088,-541,0.0,7.088,-509.593291395432
7097,-541,0.0,7.097,-529.0037047878188
7104,-541,0.0,7.104,-536.4178229680244
7114,-653,0.0,7.114,-608.4695708562426
7121,-653,0.0,7.121,-635.9908896007036
7129,-653,0.0,7.129,-646.503097945868
7139,-718,0.0,7.139,-690.6906135056438
7148,-718,0.0,7.148,-707.5687425710632
7156,-718,0.0,7.156,-714.015614207546
7165,-765,0.0,7.165,-745.5256975228199
7173,-765,0.0,7.173,-757.5614783609135
7182,-765,0.0,7.182,-762.1587375599205
7192,-781,0.0,7.192,-773.8032781388464
7200,-781,0.0,7.2,-778.2510968566187
7209,-781,0.0,7.209,-779.9500124310098
7218,-791,0.0,7.218,-786.7792803239096
7227,-791,0.0,7.227,-789.3878285407189
7235,-791,0.0,7.235,-790.3842052982471
7244,-795,0.0,7.244,-793.2369233090221
7252,-795,0.0,7.252,-794.3265646288191
7258,-795,0.0,7.258,-794.7427705774353
7266,-805,0.0,7.266,-801.0820869909858
7272,-805,0.0,7.272,-803.5034903955219
7281,-805,0.0,7.281,-804.4283841955801
7288,-805,0.0,7.288,-804.7816621912182
7297,-727,0.0,7.297,-756.7099512555827
7304,-727,0.0,7.304,-738.34819157553
7312,-727,0.0,7.312,-731.3346234710073
7322,-734,0.0,7.322,-732.981916758741
7329,-734,0.0,7.329,-733.6111268052157
7337,-734,0.0,7.337,-733.8514636569062
7347,-613,0.0,7.347,-659.1611515267655
7354,-613,0.0,7.354,-630.6319909233903
7362,-613,0.0,7.362,-619.7348212434055
7371,-520,0.0,7.371,-558.0953118530858
7379,-520,0.0,7.379,-534.551114315852
7387,-520,0.0,7.387,-525.5580310944703
7396,-445,0.0,7.396,-475.7704298113168
7403,-445,0.0,7.403,-456.75325833948
7412,-445,0.0,7.412,-449.4893452071232
7419,-445,0.0,7.419,-446.7147772818896
7427,-317,0.0,7.427,-366.5466360785591
7433,-317,0.0,7.433,-335.9251309537878
7439,-317,0.0,7.439,-324.2287567828042
7449,-184,0.0,7.449,-237.56261889088887
7456,-184,0.0,7.456,-204.45909988986236
7463,-184,0.0,7.463,-191.8146807786982
7472,-184,0.0,7.472,-186.98494244623222
7481,11,0.0,7.481,-64.62351875376898
7489,11,0.0,7.489,-17.885613815074663
7499,130,0.0,7.499,73.51272196978248
7507,130,0.0,7.507,108.4237797244221
7518,130,0.0,7.518,121.75861720348387
7528,222,0.0,7.528,183.71119885101982
7537,222,0.0,7.537,207.3749793495756
7546,222,0.0,7.546,216.41373919770697
7555,341,0.0,7.555,293.4122829047828
7563,341,0.0,7.563,322.82310951664147
7570,341,0.0,7.57,334.05704564514156
7580,502,0.0,7.58,437.85149960751625
7587,502,0.0,7.587,477.4974531774072
7596,502,0.0,7.596,492.6408599247053
7605,587,0.0,7.605,550.9580156404497
7614,587,0.0,7.614,573.2331869966439
7621,587,0.0,7.621,581.741545349482
7630,666,0.0,7.63,633.8161341630438
7637,666,0.0,7.637,653.7068571396493
7645,666,0.0,7.645,661.3044372559041
7652,666,0.0,7.652,664.206454628063
7662,759,0.0,7.662,722.7920875820254
7669,759,0.0,7.669,745.1698081180131
7678,759,0.0,7.678,753.7173367720138
7687,710,0.0,7.687,726.6985367492837
7695,710,0.0,7.695,716.3782734758372
7703,710,0.0,7.703,712.4362836782279
7712,764,0.0,7.712,744.3044129513407
7720,764,0.0,7.72,756.4769551757944
7728,764,0.0,7.728,761.1264525760424
7737,754,0.0,7.737,756.722062664834
7745,754,0.0,7.745,755.0397354184595
7752,754,0.0,7.752,754.3971435905444
7762,778,0.0,7.762,768.9845110831712
7770,778,0.0,7.77,774.5563896589694
7778,778,0.0,7.778,776.6846578937369
7787,701,0.0,7.787,729.9089668884994
7795,701,0.0,7.795,712.0422427717615
7803,701,0.0,7.803,705.217761426785
7812,717,0.0,7.812,712.4995853285919
7820,717,0.0,7.82,715.2809945589908
7828,717,0.0,7.828,716.3433983483804
7836,717,0.0,7.836,716.7492004861507
7848,-8,0.0,7.848,268.8295612663978
7856,-8,0.0,7.856,97.73948331304257
7865,631,0.0,7.865,427.3126074839127
7873,631,0.0,7.873,553.1983391386956
7884,631,0.0,7.884,601.2824099321741
7895,550,0.0,7.895,569.5881375690853
7904,550,0.0,7.904,557.4820027750818
7916,418,0.0,7.916,471.2773842411741
7925,418,0.0,7.925,438.3501499484405
7934,418,0.0,7.934,425.77306560414735
7944,204,0.0,7.944,288.70977327152406
7952,204,0.0,7.952,236.35625421042482
7959,204,0.0,7.959,216.35898935975038
7969,507,0.0,7.969,395.98501246004446
7978,507,0.0,7.978,464.596048020383
7986,507,0.0,7.986,490.8031316011047
7997,88,0.0,7.997,241.85710549672518
8005,88,0.0,8.005,146.76818488907077
8012,88,0.0,8.012,110.44744917048706
8022,-411,0.0,8.022,-211.82479776380706
8030,-411,0.0,8.03,-334.92184246190834
8037,-411,0.0,8.037,-381.940729621918
8045,-45,0.0,8.045,-173.6999065213842
8053,-45,0.0,8.053,-94.15898994223453
8062,-45,0.0,8.062,-63.77706330531936
8070,-45,0.0,8.07,-52.17219997372355
8079,-45,0.0,8.079,-47.73953661585129
8087,-45,0.0,8.087,-46.04640987383033
8096,-45,0.0,8.096,-45.3996930056397
8105,-45,0.0,8.105,-45.15266914308876
8114,-45,0.0,8.114,-45.058314423626584
8124,-512,0.0,8.124,-333.6441468739919
8133,-512,0.0,8.133,-443.8741261983491
8142,-512,0.0,8.142,-485.97823172105535
8152,-552,0.0,8.152,-526.7819285148128
8159,-552,0.0,8.159,-542.367553823383
8166,-552,0.0,8.166,-548.3207329553363
8176,-701,0.0,8.176,-642.6817093663602
8184,-701,0.0,8.184,-678.7243951437442
8190,-701,0.0,8.19,-692.4914760648725
8201,-710,0.0,8.201,-703.3123389496224
8208,-710,0.0,8.208,-707.4455407839946
8217,-710,0.0,8.217,-709.0242834023613
8224,-710,0.0,8.224,-709.6273094230894
8234,-727,0.0,8.234,-720.3642226756551
8243,-727,0.0,8.243,-724.4653586038761
8251,-727,0.0,8.251,-726.0318531359732
8259,723,0.0,8.259,169.519082883304
8266,723,0.0,8.266,511.58910178588553
8274,723,0.0,8.274,642.2482224743527
8284,-782,0.0,8.284,-237.98558743141894
8291,-782,0.0,8.291,-574.20498476861
8300,-782,0.0,8.3,-702.6293668744111
8309,-741,0.0,8.309,-726.3437223158776
8317,-741,0.0,8.317,-735.4018000732218
8324,-741,0.0,8.324,-738.861677903788
8333,-689,0.0,8.333,-708.0454662231474
8340,-689,0.0,8.34,-696.2747207656543
8348,-689,0.0,8.348,-691.7786960738152
8358,-640,0.0,8.358,-659.7777020070467
8368,-640,0.0,8.368,-647.5544099473249
